"시군구코드","업종코드","년도","업소일련번호","업종명","허가신고일","업소명","소재지도로명","소재지지번","영업장면적(㎡)","소재지전화번호","영업자시작일","법인명","소재지시작일","행정동명","폐업일자","폐업구분","폐업사유","업태명","지상_부터","지상_까지","지하_부터","지하_까지","총층수","교육수료일자","모범음식점여부","급수시설","업소위치","종업원남","종업원여","급식소종류","평균급식인원수","최대급식인원수","1일급식인원수","일인당평균급식비","운영형태","영업장조리장면적(㎡)","영업장객실면적(㎡)","영업장무도장면적(㎡)","영업장기타면적(㎡)","업소내화장실면적(㎡)","타업소공동화장실면적(㎡)","영업장탈의실면적(㎡)","영업장객석면적(㎡)","작업장면적(㎡)","검사실면적(㎡)","진열(판매)대면적(㎡)","창고(보관소)면적(㎡)","허가(신고)번호","참고사항","조건부허가시작일","조건부허가종료일","조건부허가신고사유","신고조건","내외국인구분","국적"
"3010000","102","2003","00017","유흥주점영업","20030917","리오","서울특별시 중구 마른내로 167-1 (광희동1가(지하1층))","서울특별시 중구 광희동1가  191번지  (지하1층)","","  0222737372  ","20190603","","20030917","광희동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","2.37","58.62","","34.28","1.69","","","","","","","","3010000-102-2003-00017","","","","","","내국인","대한민국"
"3010000","102","2003","00017","유흥주점영업","20030917","당구장","서울특별시 중구 마른내로 167-1 (광희동1가(지하1층))","서울특별시 중구 광희동1가  191번지  (지하1층)","","  0222737372  ","20190603","","20030917","광희동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","2.37","58.62","","34.28","1.69","","","","","","","","3010000-102-2003-00017","","","","","","내국인","대한민국"
"3010000","102","2003","00017","유흥주점영업","20030917","리오","서울특별시 중구 마른내로 167-1 (광희동1가(지하1층))","서울특별시 중구 광희동1가  191번지  (지하1층)","","  0222737372  ","20180503","","20030917","광희동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","2.37","58.62","","34.28","1.69","","","","","","","","3010000-102-2003-00017","","","","","","내국인","대한민국"
"3010000","102","2003","00017","유흥주점영업","20030917","당구장","서울특별시 중구 마른내로 167-1 (광희동1가(지하1층))","서울특별시 중구 광희동1가  191번지  (지하1층)","","  0222737372  ","20180503","","20030917","광희동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","2.37","58.62","","34.28","1.69","","","","","","","","3010000-102-2003-00017","","","","","","내국인","대한민국"
"3010000","102","2003","00017","유흥주점영업","20030917","리오","서울특별시 중구 마른내로 167-1 (광희동1가(지하1층))","서울특별시 중구 광희동1가  191번지  (지하1층)","","  0222737372  ","20140217","","20030917","광희동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","2.37","58.62","","34.28","1.69","","","","","","","","3010000-102-2003-00017","","","","","","내국인","대한민국"
"3010000","102","2003","00017","유흥주점영업","20030917","당구장","서울특별시 중구 마른내로 167-1 (광희동1가(지하1층))","서울특별시 중구 광희동1가  191번지  (지하1층)","","  0222737372  ","20140217","","20030917","광희동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","2.37","58.62","","34.28","1.69","","","","","","","","3010000-102-2003-00017","","","","","","내국인","대한민국"
"3010000","102","2003","00019","유흥주점영업","20031028","크로바","서울특별시 중구 을지로44길 21 (광희동1가(지상2층))","서울특별시 중구 광희동1가  187번지 9호  (지상2층)","92.22","02  22689186  ","20100512","","20031028","광희동","","","","룸살롱","","","","","","20100520","비대상","","지상","","","","","","","","","1.08","48.29","0.00","42.85","0.00","7.00","0.00","0.00","0.00","0.00","","","3010000-102-2003-00019","","","","","","내국인","대한민국"
"3010000","102","2004","00005","유흥주점영업","20040528","나이스클럽(Nice club)","서울특별시 중구 을지로38길 11 (광희동1가(지하1층))","서울특별시 중구 광희동1가  38번지 1호  (지하1층)","73.45","02  22791052  ","20191128","","20040528","광희동","","","","기타","","","","","","","비대상","","지하","","","","","","","","","6.00","40.30","0.00","25.35","1.80","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00005","","","","","","내국인","대한민국"
"3010000","102","2004","00005","유흥주점영업","20040528","나이스클럽(Nice club)","서울특별시 중구 을지로38길 11 (광희동1가(지하1층))","서울특별시 중구 광희동1가  38번지 1호  (지하1층)","73.45","02  22791052  ","20151110","","20040528","광희동","","","","기타","","","","","","","비대상","","지하","","","","","","","","","6.00","40.30","0.00","25.35","1.80","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00005","","","","","","내국인","대한민국"
"3010000","102","2004","00017","유흥주점영업","20041117","화이트 노래주점","서울특별시 중구 동호로34길 28 (광희동1가(지상2층))","서울특별시 중구 광희동1가  278번지  (지상2층)","66.54","  0222678006  ","20141126","","20041117","광희동","","","","기타","","","","","","","비대상","","지상","","","","","","","","","6.50","35.70","0.00","21.30","3.04","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00017","","","","","","내국인","대한민국"
"3010000","102","2005","00010","유흥주점영업","20050812","황제노래광장","서울특별시 중구 마른내로 165 (광희동1가(지하1층))","서울특별시 중구 광희동1가  188번지 4호  (지하1층)","52.27","  0222757770  ","20050812","","20050812","광희동","","","","룸살롱","0","0","1","1","0","20050927","비대상","상수도전용","지하","0","0","","","","","","","5.60","34.70","0.00","10.77","1.20","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2005-00010","","","","","","내국인",""
"3010000","102","2005","00014","유흥주점영업","20050831","팡팡노래팡","서울특별시 중구 을지로44길 28 (광희동1가(지상2층))","서울특별시 중구 광희동1가  164번지  (지상2층)","93.08","  0222742228  ","20161223","","20050831","광희동","","","","룸살롱","2","2","0","0","2","","비대상","상수도전용","지상","0","0","","","","","","","2.00","55.95","0.00","30.09","5.04","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2005-00014","","","","","","내국인","대한민국"
"3010000","102","2006","00005","유흥주점영업","20060620","스카이노래","서울특별시 중구 마른내로 155-1 (광희동1가(지하1층))","서울특별시 중구 광희동1가  98번지 0호  (지하1층)","","02  742 3335  ","20161230","","20060620","광희동","","","","기타","","","","","","","비대상","","지상","","","","","","","","","8.70","54.70","","","8.20","","","24.76","","","","","3010000-102-2006-00005","","","","","","내국인","대한민국"
"3010000","102","2006","00006","유흥주점영업","20060718","노래하며주점","서울특별시 중구 을지로44길 17-5 (광희동1가(지상2층))","서울특별시 중구 광희동1가  182번지 28호  (지상2층)","","","20060718","","20060718","광희동","","","","기타","0","0","0","0","0","20060922","비대상","상수도전용","","0","0","","","","","","","2.47","21.70","","7.39","5.36","","","60.10","","","","","3010000-102-2006-00006","","","","","","내국인","대한민국"
"3010000","102","2006","00009","유흥주점영업","20061013","벤허주점","서울특별시 중구 을지로44길 10 (광희동1가(지상3층))","서울특별시 중구 광희동1가  142번지  (지상3층)","","  0222736812  ","20151028","","20061013","광희동","","","","기타","3","3","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","4.50","56.58","","37.62","","","","","","","","","3010000-102-2006-00009","","","","","","내국인","대한민국"
"3010000","102","2008","00002","유흥주점영업","20080201","미소노래짱","서울특별시 중구 장충단로 221 (광희동1가지하1층)","서울특별시 중구 광희동1가  194번지 1호  지하1층","","  0222642666  ","20110530","","20080218","광희동","","","","룸살롱","","","1","","4","20110622","비대상","상수도전용","지하","","1","","","","","","","1.25","67.84","","21.28","","5.00","","","","","","","3010000-102-2008-00002","","","","","","내국인","대한민국"
"3010000","102","2008","00007","유흥주점영업","20080516","황진이노래터","서울특별시 중구 장충단로 229-9 (광희동1가지하1층)","서울특별시 중구 광희동1가  182번지 20호  지하1층","","02  22787172  ","20161221","","20080516","광희동","","","","룸살롱","","","1","1","6","","비대상","상수도전용","지하","","","","","","","","","7.40","57.55","","29.94","","3.20","","","","","","","3010000-102-2008-00007","","","","","","내국인","대한민국"
"3010000","102","2008","00008","유흥주점영업","20080704","신아유흥주점","서울특별시 중구 마른내로 150 (광희동1가외2필지 지하1층)","서울특별시 중구 광희동1가  263번지 2호  외2필지 지하1층","","02  22657867  ","20080704","","20080704","광희동","20141023","자진폐업","영업종료","룸살롱","9","","1","","10","20080822","비대상","상수도전용","지하","","","","","","","","","0.70","51.72","","22.78","18.80","","","","","","","","3010000-102-2008-00008","","","","","","내국인","대한민국"
"3010000","102","2010","00007","유흥주점영업","20100726","도레미노래밤","서울특별시 중구 을지로44길 31 (광희동1가(지상2층))","서울특별시 중구 광희동1가  188번지 5호  (지상2층)","","02  22698117  ","20140306","","20100726","광희동","","","","기타","2","2","","","3","","비대상","상수도전용","지상","","","","","","","","","","","","","","","","85.03","","","","","3010000-102-2010-00007","","","","","","내국인","대한민국"
"3010000","102","2012","00005","유흥주점영업","20121108","히든싱어 노래빠","서울특별시 중구 마른내로 167-42 (광희동1가 지상2층)","서울특별시 중구 광희동1가  182번지 39호  지상2층","","010*******","20170112","","20121108","광희동","","","","룸살롱","","","","","","","비대상","","지상","","","","","","","","","13.00","51.26","","17.61","2.00","","8.17","","","","","","3010000-102-2012-00005","","","","","","내국인","대한민국"
"3010000","102","2015","00002","유흥주점영업","20150910","야인","서울특별시 중구 마른내로 163 3층 (광희동1가)","서울특별시 중구 광희동1가  175번지 2호  지상3층","36.52","010*******","20150910","","20150910","광희동","","","","노래클럽","3","3","","","3","","비대상","","지상","","","","","","","","","3.60","18.54","0.00","13.82","0.56","0.00","0.00","0.00","","","","","3010000-102-2015-00002","","","","","","내국인","대한민국"
"3010000","102","2000","12640","유흥주점영업","20000302","귀빈","서울특별시 중구 청계천로 106 (수표동)","서울특별시 중구 수표동  62번지 4호  ","56.40","  0222796828  ","20100401","","20000302","명동","","","","룸살롱","","","","","","","비대상","상수도전용","","0","0","","","","","","","1.26","31.17","0.00","20.82","3.15","0.00","0.00","0.00","","","","","3010000-102-2000-12640","","","","","","내국인","대한민국"
"3010000","102","2002","00038","유흥주점영업","20020912","낭만","서울특별시 중구 을지로9길 26 (수표동(지하1층))","서울특별시 중구 수표동  56번지 14호  (지하1층)","","  0222637570  ","20130610","","20020912","명동","","","","간이주점","0","0","1","1","6","","비대상","상수도전용","지하","0","0","","","","","","","4.20","","","","","0.80","","30.12","","","","","3010000-102-2002-00038","","","","","","내국인","대한민국"
"3010000","102","2003","00008","유흥주점영업","20030415","가자노래클럽","서울특별시 중구 을지로11길 29 (수표동(지하1층))","서울특별시 중구 수표동  11번지 3호  (지하1층)","","  0222726333  ","20090826","","20030415","명동","","","","룸살롱","0","0","1","1","4","20060526","비대상","상수도전용","지하","0","4","","","","","","","5.20","42.70","","","2.00","","","14.45","","","","","3010000-102-2003-00008","","","","","","내국인","대한민국"
"3010000","102","2003","00008","유흥주점영업","20030415","가자","서울특별시 중구 을지로11길 29 (수표동(지하1층))","서울특별시 중구 수표동  11번지 3호  (지하1층)","","  0222726333  ","20090826","","20030415","명동","","","","룸살롱","0","0","1","1","4","20060526","비대상","상수도전용","지하","0","4","","","","","","","5.20","42.70","","","2.00","","","14.45","","","","","3010000-102-2003-00008","","","","","","내국인","대한민국"
"3010000","102","2003","00020","유흥주점영업","20031110","중한노래주점","서울특별시 중구 수표로 68 (수표동(지상2층))","서울특별시 중구 수표동  35번지 16호  (지상2층)","81.08","  0222721208  ","20150413","","20031110","명동","20191209","자진폐업","","기타","2","2","0","0","5","","비대상","상수도전용","지상","0","0","","","","","","","6.84","56.46","0.00","11.18","6.60","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2003-00020","","","","","","외국인","중국"
"3010000","102","2020","00001","유흥주점영업","20200203","뉴코리아","서울특별시 중구 수표로 68 2층 (수표동)","서울특별시 중구 수표동  35번지 16호  ","","010*******","20200203","","20200203","명동","","","","기타","","2","","","2","","비대상","","지상2층이상","","","","","","","","","8.26","37.34","","0.90","7.68","","","26.90","","","","","3010000-102-2020-00001","","","","","","내국인","대한민국"
"3010000","102","1985","02645","유흥주점영업","19850817","그린","서울특별시 중구 을지로33길 33 (을지로4가)","서울특별시 중구 을지로4가  109번지 1호  ","110.73","  0222660164  ","20140430","","19940620","을지로동","","","","극장식당","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","5.76","46.58","0.00","1.80","1.80","0.00","0.00","54.79","","","","","3010000-102-1985-02645","","","","","","내국인","대한민국"
"3010000","102","2000","13382","유흥주점영업","20001223","태양노래터주점","서울특별시 중구 을지로20길 10-4 (을지로4가)","서울특별시 중구 을지로4가  316번지 1호  ","93.09","010*******","20141126","","20010426","을지로동","","","","룸살롱","2","2","","","","","비대상","","지상","","","","","","","","","4.80","57.60","0.00","6.19","3.00","0.00","0.00","21.50","","","","","3010000-102-2000-13382","","","","","","내국인","대한민국"
"3010000","102","2001","13745","유흥주점영업","20010619","궁 노래짱","서울특별시 중구 을지로30길 8 (을지로4가지하1층)","서울특별시 중구 을지로4가  162번지 8호  지하1층","","010*******","20180206","","20010619","을지로동","20181008","자진폐업","영업종료","룸살롱","","","1","1","","","비대상","상수도전용","지하","","","","","","","","","2.20","40.38","","23.72","1.20","","","","","","","","3010000-102-2001-13745","","","","","","내국인","대한민국"
"3010000","102","2001","13745","유흥주점영업","20010619","궁 노래짱","서울특별시 중구 을지로30길 8 (을지로4가지하1층)","서울특별시 중구 을지로4가  162번지 8호  지하1층","","010*******","20161027","","20010619","을지로동","20181008","자진폐업","영업종료","룸살롱","","","1","1","","","비대상","상수도전용","지하","","","","","","","","","2.20","40.38","","23.72","1.20","","","","","","","","3010000-102-2001-13745","","","","","","내국인","대한민국"
"3010000","102","1985","02567","유흥주점영업","19850821","럭셔리노래클럽","서울특별시 중구 충무로 21-3 (충무로3가)","서울특별시 중구 충무로3가  30번지 14호  ","86.25","  0222650516  ","20081117","","19961204","필동","","","","비어(바)살롱","4","4","0","0","0","20090220","비대상","상수도전용","지상","3","6","","","","","","","8.17","0.00","0.00","6.03","1.94","0.00","2.02","68.09","","","","","3010000-102-1985-02567","","","","","","내국인","대한민국"
"3010000","102","1999","12241","유흥주점영업","19990930","오렌지 노래클럽","서울특별시 중구 수표로2길 29 (충무로3가)","서울특별시 중구 충무로3가  57번지 5호  ","54.80","  0222794236  ","20160510","","20010228","필동","","","","룸살롱","2","2","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","3.60","39.50","0.00","11.70","0.00","6.00","0.00","0.00","","","","","3010000-102-1999-12241","","","","","","내국인","대한민국"
"3010000","102","2001","13992","유흥주점영업","20011224","발렌타인","서울특별시 중구 퇴계로31길 27 (충무로3가지하1층)","서울특별시 중구 충무로3가  57번지 11호  지하1층","53.53","    22757764  ","20141103","","20011224","필동","20150709","행정처분","행정처분","룸살롱","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","3.53","32.11","0.00","17.89","0.00","1.33","0.00","0.00","0.00","0.00","","","3010000-102-2001-13992","","","","","","내국인","대한민국"
"3010000","102","2002","00017","유흥주점영업","20020507","쉼터","서울특별시 중구 마른내로4길 36 (충무로3가2층)","서울특별시 중구 충무로3가  34번지 7호  2층","26.32","  0222733294  ","20191008","","20020507","필동","","","","간이주점","2","2","0","0","2","","비대상","상수도전용","지상","0","1","","","","","","","3.00","16.82","0.00","0.00","0.00","1.82","0.00","6.50","0.00","0.00","","","3010000-102-2002-00017","","","","","","내국인","대한민국"
"3010000","102","2002","00017","유흥주점영업","20020507","쉼터","서울특별시 중구 마른내로4길 36 (충무로3가2층)","서울특별시 중구 충무로3가  34번지 7호  2층","26.32","  0222733294  ","20040804","","20020507","필동","","","","간이주점","2","2","0","0","2","20040820","비대상","상수도전용","지상","0","1","","","","","","","3.00","16.82","0.00","0.00","0.00","1.82","0.00","6.50","0.00","0.00","","","3010000-102-2002-00017","","","","","","내국인",""
"3010000","102","2002","00020","유흥주점영업","20020517","앵콜","서울특별시 중구 충무로 20 (충무로3가지하1층)","서울특별시 중구 충무로3가  33번지 3호  지하1층","151.28","  0222653002  ","20180717","","20020517","필동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","4.59","49.03","0.00","46.03","5.61","0.00","0.00","46.02","","","","","3010000-102-2002-00020","","","","","","내국인","대한민국"
"3010000","102","2002","00020","유흥주점영업","20020517","앵콜","서울특별시 중구 충무로 20 (충무로3가지하1층)","서울특별시 중구 충무로3가  33번지 3호  지하1층","151.28","  0222653002  ","20130429","","20020517","필동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","4.59","49.03","0.00","46.03","5.61","0.00","0.00","46.02","","","","","3010000-102-2002-00020","","","","","","내국인","대한민국"
"3010000","102","2002","00025","유흥주점영업","20020604","썸","서울특별시 중구 수표로 20-1 (충무로3가지하1층)","서울특별시 중구 충무로3가  24번지 16호  지하1층","79.00","  0222851575  ","20200323","","20020604","필동","","","","간이주점","","","","","","","비대상","","지하","","","","","","","","","2.85","54.21","0.00","0.00","0.00","6.00","0.00","21.94","0.00","0.00","","","3010000-102-2002-00025","","","","","","내국인","대한민국"
"3010000","102","2002","00025","유흥주점영업","20020604","썸","서울특별시 중구 수표로 20-1 (충무로3가지하1층)","서울특별시 중구 충무로3가  24번지 16호  지하1층","79.00","  0222851575  ","20190320","","20020604","필동","","","","간이주점","","","","","","","비대상","","지하","","","","","","","","","2.85","54.21","0.00","0.00","0.00","6.00","0.00","21.94","0.00","0.00","","","3010000-102-2002-00025","","","","","","내국인","대한민국"
"3010000","102","2002","00025","유흥주점영업","20020604","썸","서울특별시 중구 수표로 20-1 (충무로3가지하1층)","서울특별시 중구 충무로3가  24번지 16호  지하1층","79.00","  0222851575  ","20170928","","20020604","필동","","","","간이주점","","","","","","","비대상","","지하","","","","","","","","","2.85","54.21","0.00","0.00","0.00","6.00","0.00","21.94","0.00","0.00","","","3010000-102-2002-00025","","","","","","내국인","대한민국"
"3010000","102","2002","00047","유흥주점영업","20021014","겔럭시","서울특별시 중구 수표로2길 7 (충무로3가(지하1층))","서울특별시 중구 충무로3가  59번지 10호  (지하1층)","","  0222631916  ","20170719","","20021014","필동","","","","룸살롱","0","0","1","1","5","","비대상","상수도전용","지하","0","0","","","","","","","4.60","58.00","","23.50","3.50","","","","","","","","3010000-102-2002-00047","","","","","","내국인","대한민국"
"3010000","102","2003","00022","유흥주점영업","20031224","빙고노래마당","서울특별시 중구 수표로2길 29 (충무로3가(지하1층))","서울특별시 중구 충무로3가  57번지 5호  (지하1층)","","    995 6427  ","20080603","","20031224","필동","","","","기타","","","","","","20080724","비대상","","지하","","","","","","","","","13.40","47.75","","14.33","","4.00","","","","","","","3010000-102-2003-00022","","","","","","내국인","대한민국"
"3010000","102","2004","00002","유흥주점영업","20040206","애플노래클럽","서울특별시 중구 마른내로2길 31 (충무로3가(지상2층))","서울특별시 중구 충무로3가  25번지 5호  (지상2층)","64.20","  0222689352  ","20171214","","20040206","필동","","","","룸살롱","2","2","0","0","3","","비대상","상수도전용","지상","0","0","","","","","","","6.00","44.35","0.00","10.60","3.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00002","","","","","","내국인","대한민국"
"3010000","102","2004","00011","유흥주점영업","20041007","차차차노래터","서울특별시 중구 충무로2길 6 (충무로3가외 1필지 (지상2층))","서울특별시 중구 충무로3가  35번지 3호  외 1필지 (지상2층)","","  0222685911  ","20060619","","20061002","필동","","","","기타","","","","","","20060728","비대상","상수도전용","지상2층이상","","","","","","","","","2.00","44.21","","21.87","2.00","","","","","","","","3010000-102-2004-00011","","","","","","내국인",""
"3010000","102","2004","00020","유흥주점영업","20041222","룰루랄라","서울특별시 중구 충무로 17-1 (충무로3가지상2층)","서울특별시 중구 충무로3가  30번지 18호  지상2층","49.59","  0222727904  ","20190716","","20041222","필동","","","","룸살롱","2","2","0","0","0","","비대상","상수도전용","지상2층이상","1","0","","","","","","","1.20","40.59","0.00","4.55","3.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00020","","","","","","내국인","대한민국"
"3010000","102","2004","00020","유흥주점영업","20041222","후","서울특별시 중구 충무로 17-1 (충무로3가지상2층)","서울특별시 중구 충무로3가  30번지 18호  지상2층","49.59","  0222727904  ","20190716","","20041222","필동","","","","룸살롱","2","2","0","0","0","","비대상","상수도전용","지상2층이상","1","0","","","","","","","1.20","40.59","0.00","4.55","3.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00020","","","","","","내국인","대한민국"
"3010000","102","2004","00020","유흥주점영업","20041222","룰루랄라","서울특별시 중구 충무로 17-1 (충무로3가지상2층)","서울특별시 중구 충무로3가  30번지 18호  지상2층","49.59","  0222727904  ","20160712","","20041222","필동","","","","룸살롱","2","2","0","0","0","","비대상","상수도전용","지상2층이상","1","0","","","","","","","1.20","40.59","0.00","4.55","3.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00020","","","","","","내국인","대한민국"
"3010000","102","2004","00020","유흥주점영업","20041222","후","서울특별시 중구 충무로 17-1 (충무로3가지상2층)","서울특별시 중구 충무로3가  30번지 18호  지상2층","49.59","  0222727904  ","20160712","","20041222","필동","","","","룸살롱","2","2","0","0","0","","비대상","상수도전용","지상2층이상","1","0","","","","","","","1.20","40.59","0.00","4.55","3.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00020","","","","","","내국인","대한민국"
"3010000","102","2005","00011","유흥주점영업","20050817","부킹노래노래","서울특별시 중구 충무로2길 2 (충무로3가(지상2층))","서울특별시 중구 충무로3가  36번지 4호  (지상2층)","82.00","  0222738172  ","20190531","","20050817","필동","","","","기타","","","","","","","비대상","","지상","","","","","","","","","4.76","53.24","0.00","15.30","8.70","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2005-00011","","","","","","내국인","대한민국"
"3010000","102","2005","00011","유흥주점영업","20050817","립스틱","서울특별시 중구 충무로2길 2 (충무로3가(지상2층))","서울특별시 중구 충무로3가  36번지 4호  (지상2층)","82.00","  0222738172  ","20190531","","20050817","필동","","","","기타","","","","","","","비대상","","지상","","","","","","","","","4.76","53.24","0.00","15.30","8.70","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2005-00011","","","","","","내국인","대한민국"
"3010000","102","2005","00011","유흥주점영업","20050817","부킹노래노래","서울특별시 중구 충무로2길 2 (충무로3가(지상2층))","서울특별시 중구 충무로3가  36번지 4호  (지상2층)","82.00","  0222738172  ","20110418","","20050817","필동","","","","기타","","","","","","20110525","비대상","","지상","","","","","","","","","4.76","53.24","0.00","15.30","8.70","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2005-00011","","","","","","내국인","대한민국"
"3010000","102","2005","00011","유흥주점영업","20050817","립스틱","서울특별시 중구 충무로2길 2 (충무로3가(지상2층))","서울특별시 중구 충무로3가  36번지 4호  (지상2층)","82.00","  0222738172  ","20110418","","20050817","필동","","","","기타","","","","","","20110525","비대상","","지상","","","","","","","","","4.76","53.24","0.00","15.30","8.70","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2005-00011","","","","","","내국인","대한민국"
